Datetime,Open,High,Low,Close,Adj Close,Volume
2021-11-19 09:30:00-05:00,32.9900016784668,33.09000015258789,32.928001403808594,32.928001403808594,32.928001403808594,19083
2021-11-19 09:31:00-05:00,32.900001525878906,32.9900016784668,32.900001525878906,32.93000030517578,32.93000030517578,9071
2021-11-19 09:32:00-05:00,32.959999084472656,33.04999923706055,32.95000076293945,33.04499816894531,33.04499816894531,23057
2021-11-19 09:33:00-05:00,33.029998779296875,33.040000915527344,33.029998779296875,33.040000915527344,33.040000915527344,751
2021-11-19 09:34:00-05:00,33.0099983215332,33.03499984741211,33.0099983215332,33.01499938964844,33.01499938964844,338
2021-11-19 09:35:00-05:00,33.02000045776367,33.04999923706055,32.9900016784668,33.04999923706055,33.04999923706055,1059
2021-11-19 09:36:00-05:00,33.04499816894531,33.09000015258789,33.04499816894531,33.09000015258789,33.09000015258789,737
2021-11-19 09:37:00-05:00,33.130001068115234,33.130001068115234,33.029998779296875,33.08000183105469,33.08000183105469,5142
2021-11-19 09:38:00-05:00,33.040000915527344,33.040000915527344,33.029998779296875,33.029998779296875,33.029998779296875,211
2021-11-19 09:39:00-05:00,33.060001373291016,33.06999969482422,33.060001373291016,33.06999969482422,33.06999969482422,398
2021-11-19 09:40:00-05:00,33.06999969482422,33.08000183105469,33.040000915527344,33.064998626708984,33.064998626708984,11109
2021-11-19 09:41:00-05:00,33.04999923706055,33.09000015258789,33.04999923706055,33.09000015258789,33.09000015258789,3189
2021-11-19 09:42:00-05:00,33.099998474121094,33.11000061035156,33.06999969482422,33.06999969482422,33.06999969482422,3695
2021-11-19 09:43:00-05:00,33.08000183105469,33.11000061035156,33.08000183105469,33.09000015258789,33.09000015258789,1796
2021-11-19 09:44:00-05:00,33.099998474121094,33.119998931884766,33.099998474121094,33.099998474121094,33.099998474121094,3896
2021-11-19 09:45:00-05:00,33.099998474121094,33.099998474121094,33.040000915527344,33.08000183105469,33.08000183105469,6209
2021-11-19 09:46:00-05:00,33.06999969482422,33.06999969482422,33.060001373291016,33.06999969482422,33.06999969482422,3205
2021-11-19 09:47:00-05:00,33.06999969482422,33.06999969482422,33.040000915527344,33.060001373291016,33.060001373291016,5352
2021-11-19 09:48:00-05:00,33.06999969482422,33.08000183105469,33.06999969482422,33.08000183105469,33.08000183105469,1385
2021-11-19 09:49:00-05:00,33.130001068115234,33.14500045776367,33.119998931884766,33.130001068115234,33.130001068115234,3618
2021-11-19 09:50:00-05:00,33.125,33.125,33.09000015258789,33.09000015258789,33.09000015258789,687
2021-11-19 09:51:00-05:00,33.08000183105469,33.09000015258789,33.040000915527344,33.07400131225586,33.07400131225586,12720
2021-11-19 09:52:00-05:00,33.084999084472656,33.084999084472656,33.040000915527344,33.040000915527344,33.040000915527344,4114
2021-11-19 09:53:00-05:00,33.04999923706055,33.060001373291016,33.040000915527344,33.04999923706055,33.04999923706055,4871
2021-11-19 09:54:00-05:00,33.06999969482422,33.06999969482422,33.040000915527344,33.040000915527344,33.040000915527344,1461
2021-11-19 09:55:00-05:00,33.064998626708984,33.06999969482422,33.04999923706055,33.0629997253418,33.0629997253418,1157
2021-11-19 09:56:00-05:00,33.064998626708984,33.099998474121094,33.064998626708984,33.099998474121094,33.099998474121094,1477
2021-11-19 09:57:00-05:00,33.11000061035156,33.150001525878906,33.11000061035156,33.150001525878906,33.150001525878906,4210
2021-11-19 09:58:00-05:00,33.15999984741211,33.18000030517578,33.130001068115234,33.16999816894531,33.16999816894531,9311
2021-11-19 09:59:00-05:00,33.165000915527344,33.165000915527344,33.150001525878906,33.15999984741211,33.15999984741211,1188
2021-11-19 10:00:00-05:00,33.15999984741211,33.15999984741211,33.099998474121094,33.099998474121094,33.099998474121094,1863
2021-11-19 10:01:00-05:00,33.099998474121094,33.1150016784668,33.095001220703125,33.095001220703125,33.095001220703125,1411
2021-11-19 10:02:00-05:00,33.09000015258789,33.09000015258789,33.08000183105469,33.08000183105469,33.08000183105469,841
2021-11-19 10:03:00-05:00,33.06999969482422,33.10499954223633,33.06999969482422,33.08000183105469,33.08000183105469,1582
2021-11-19 10:04:00-05:00,33.06999969482422,33.06999969482422,33.01499938964844,33.01499938964844,33.01499938964844,2835
2021-11-19 10:05:00-05:00,33.0099983215332,33.02000045776367,33.0099983215332,33.01499938964844,33.01499938964844,2635
2021-11-19 10:06:00-05:00,33.02000045776367,33.040000915527344,33.012001037597656,33.01499938964844,33.01499938964844,5850
2021-11-19 10:07:00-05:00,33.02000045776367,33.04999923706055,33.02000045776367,33.025001525878906,33.025001525878906,3039
2021-11-19 10:08:00-05:00,33.029998779296875,33.060001373291016,33.029998779296875,33.04999923706055,33.04999923706055,3995
2021-11-19 10:09:00-05:00,33.04999923706055,33.06999969482422,33.04999923706055,33.060001373291016,33.060001373291016,1518
2021-11-19 10:10:00-05:00,33.060001373291016,33.060001373291016,33.04499816894531,33.04499816894531,33.04499816894531,1135
2021-11-19 10:11:00-05:00,33.040000915527344,33.099998474121094,33.040000915527344,33.099998474121094,33.099998474121094,4596
2021-11-19 10:12:00-05:00,33.11000061035156,33.130001068115234,33.08000183105469,33.08000183105469,33.08000183105469,6440
2021-11-19 10:13:00-05:00,33.09000015258789,33.10499954223633,33.08000183105469,33.099998474121094,33.099998474121094,2607
2021-11-19 10:14:00-05:00,33.11000061035156,33.130001068115234,33.11000061035156,33.125,33.125,1600
2021-11-19 10:15:00-05:00,33.119998931884766,33.119998931884766,33.09000015258789,33.09000015258789,33.09000015258789,1586
2021-11-19 10:16:00-05:00,33.09000015258789,33.11000061035156,33.09000015258789,33.10499954223633,33.10499954223633,1962
2021-11-19 10:17:00-05:00,33.11000061035156,33.13999938964844,33.11000061035156,33.130001068115234,33.130001068115234,2352
2021-11-19 10:18:00-05:00,33.119998931884766,33.189998626708984,33.119998931884766,33.189998626708984,33.189998626708984,1952
2021-11-19 10:19:00-05:00,33.20000076293945,33.22999954223633,33.20000076293945,33.22999954223633,33.22999954223633,883
2021-11-19 10:20:00-05:00,33.2599983215332,33.27000045776367,33.22999954223633,33.22999954223633,33.22999954223633,1048
2021-11-19 10:21:00-05:00,33.22999954223633,33.25,33.20000076293945,33.25,33.25,2608
2021-11-19 10:22:00-05:00,33.25,33.2599983215332,33.2400016784668,33.2400016784668,33.2400016784668,848
2021-11-19 10:23:00-05:00,33.2400016784668,33.25,33.2400016784668,33.25,33.25,554
2021-11-19 10:24:00-05:00,33.255001068115234,33.255001068115234,33.255001068115234,33.255001068115234,33.255001068115234,100
2021-11-19 10:25:00-05:00,33.27000045776367,33.28499984741211,33.25600051879883,33.25600051879883,33.25600051879883,1187
2021-11-19 10:26:00-05:00,33.2400016784668,33.2400016784668,33.220001220703125,33.22999954223633,33.22999954223633,3367
2021-11-19 10:27:00-05:00,33.22999954223633,33.2400016784668,33.21500015258789,33.22999954223633,33.22999954223633,2307
2021-11-19 10:28:00-05:00,33.22999954223633,33.27000045776367,33.22999954223633,33.27000045776367,33.27000045776367,3128
2021-11-19 10:29:00-05:00,33.279998779296875,33.279998779296875,33.25,33.255001068115234,33.255001068115234,3370
2021-11-19 10:30:00-05:00,33.2599983215332,33.279998779296875,33.2400016784668,33.27000045776367,33.27000045776367,4874
